,HomeTeam,HomeTeamID,AwayTeam,AwayTeamID,UTCDate,ESTDate
561,Tampa Bay Lightning,699,Seattle Kraken,1436,2022-12-14T00:00:00+00:00,2022-12-13
562,Toronto Maple Leafs,700,Anaheim Ducks,670,2022-12-14T00:00:00+00:00,2022-12-13
563,Detroit Red Wings,682,Carolina Hurricanes,676,2022-12-14T00:00:00+00:00,2022-12-13
564,Nashville Predators,689,Edmonton Oilers,683,2022-12-14T01:00:00+00:00,2022-12-13
565,Winnipeg Jets,704,Vegas Golden Knights,702,2022-12-14T01:00:00+00:00,2022-12-13
566,Chicago Blackhawks,678,Washington Capitals,703,2022-12-14T02:00:00+00:00,2022-12-13
567,Colorado Avalanche,679,Philadelphia Flyers,695,2022-12-14T02:00:00+00:00,2022-12-13
568,San Jose Sharks,697,Arizona Coyotes,1460,2022-12-14T03:30:00+00:00,2022-12-13
569,Ottawa Senators,693,Montreal Canadiens,688,2022-12-15T00:00:00+00:00,2022-12-14
570,Minnesota Wild,687,Detroit Red Wings,682,2022-12-15T00:30:00+00:00,2022-12-14
571,Calgary Flames,675,Vancouver Canucks,701,2022-12-15T03:00:00+00:00,2022-12-14
572,New Jersey Devils,690,Philadelphia Flyers,695,2022-12-16T00:00:00+00:00,2022-12-15
573,Washington Capitals,703,Dallas Stars,681,2022-12-16T00:00:00+00:00,2022-12-15
574,Tampa Bay Lightning,699,Columbus Blue Jackets,680,2022-12-16T00:00:00+00:00,2022-12-15
575,New York Rangers,692,Toronto Maple Leafs,700,2022-12-16T00:00:00+00:00,2022-12-15
576,Montreal Canadiens,688,Anaheim Ducks,670,2022-12-16T00:00:00+00:00,2022-12-15
577,Florida Panthers,684,Pittsburgh Penguins,696,2022-12-16T00:00:00+00:00,2022-12-15
578,Carolina Hurricanes,676,Seattle Kraken,1436,2022-12-16T00:00:00+00:00,2022-12-15
579,Boston Bruins,673,Los Angeles Kings,685,2022-12-16T00:00:00+00:00,2022-12-15
580,Winnipeg Jets,704,Nashville Predators,689,2022-12-16T01:00:00+00:00,2022-12-15
581,Chicago Blackhawks,678,Vegas Golden Knights,702,2022-12-16T01:30:00+00:00,2022-12-15
582,Colorado Avalanche,679,Buffalo Sabres,674,2022-12-16T02:00:00+00:00,2022-12-15
583,Edmonton Oilers,683,St. Louis Blues,698,2022-12-16T02:00:00+00:00,2022-12-15
584,Minnesota Wild,687,Chicago Blackhawks,678,2022-12-17T01:00:00+00:00,2022-12-16
585,Calgary Flames,675,St. Louis Blues,698,2022-12-17T02:00:00+00:00,2022-12-16
586,Arizona Coyotes,1460,New York Islanders,691,2022-12-17T02:30:00+00:00,2022-12-16
587,Detroit Red Wings,682,Ottawa Senators,693,2022-12-17T18:00:00+00:00,2022-12-17
588,Boston Bruins,673,Columbus Blue Jackets,680,2022-12-17T18:00:00+00:00,2022-12-17
589,Edmonton Oilers,683,Anaheim Ducks,670,2022-12-17T21:00:00+00:00,2022-12-17
590,Carolina Hurricanes,676,Dallas Stars,681,2022-12-18T00:00:00+00:00,2022-12-17
591,Montreal Canadiens,688,Tampa Bay Lightning,699,2022-12-18T00:00:00+00:00,2022-12-17
592,Philadelphia Flyers,695,New York Rangers,692,2022-12-18T00:00:00+00:00,2022-12-17
593,Washington Capitals,703,Toronto Maple Leafs,700,2022-12-18T00:00:00+00:00,2022-12-17
594,New Jersey Devils,690,Florida Panthers,684,2022-12-18T00:30:00+00:00,2022-12-17
595,Arizona Coyotes,1460,Buffalo Sabres,674,2022-12-18T02:00:00+00:00,2022-12-17
596,Colorado Avalanche,679,Nashville Predators,689,2022-12-18T02:00:00+00:00,2022-12-17
597,Vancouver Canucks,701,Winnipeg Jets,704,2022-12-18T03:00:00+00:00,2022-12-17
598,Vegas Golden Knights,702,New York Islanders,691,2022-12-18T03:00:00+00:00,2022-12-17
599,Los Angeles Kings,685,San Jose Sharks,697,2022-12-18T03:30:00+00:00,2022-12-17
600,Minnesota Wild,687,Ottawa Senators,693,2022-12-18T19:00:00+00:00,2022-12-18
601,Carolina Hurricanes,676,Pittsburgh Penguins,696,2022-12-18T22:00:00+00:00,2022-12-18
602,Chicago Blackhawks,678,New York Rangers,692,2022-12-19T00:30:00+00:00,2022-12-18
603,Seattle Kraken,1436,Winnipeg Jets,704,2022-12-19T01:00:00+00:00,2022-12-18
604,San Jose Sharks,697,Calgary Flames,675,2022-12-19T03:00:00+00:00,2022-12-18
605,Boston Bruins,673,Florida Panthers,684,2022-12-20T00:00:00+00:00,2022-12-19
606,Columbus Blue Jackets,680,Dallas Stars,681,2022-12-20T00:00:00+00:00,2022-12-19
607,Washington Capitals,703,Detroit Red Wings,682,2022-12-20T00:00:00+00:00,2022-12-19
608,Nashville Predators,689,Edmonton Oilers,683,2022-12-20T01:00:00+00:00,2022-12-19
609,Colorado Avalanche,679,New York Islanders,691,2022-12-20T02:00:00+00:00,2022-12-19
610,Vegas Golden Knights,702,Buffalo Sabres,674,2022-12-20T03:00:00+00:00,2022-12-19
611,Arizona Coyotes,1460,Montreal Canadiens,688,2022-12-20T03:00:00+00:00,2022-12-19
612,Vancouver Canucks,701,St. Louis Blues,698,2022-12-20T03:30:00+00:00,2022-12-19
613,Carolina Hurricanes,676,New Jersey Devils,690,2022-12-21T00:00:00+00:00,2022-12-20
614,Philadelphia Flyers,695,Columbus Blue Jackets,680,2022-12-21T00:00:00+00:00,2022-12-20
615,Pittsburgh Penguins,696,New York Rangers,692,2022-12-21T00:00:00+00:00,2022-12-20
616,Toronto Maple Leafs,700,Tampa Bay Lightning,699,2022-12-21T00:00:00+00:00,2022-12-20
617,Winnipeg Jets,704,Ottawa Senators,693,2022-12-21T01:00:00+00:00,2022-12-20
618,Seattle Kraken,1436,St. Louis Blues,698,2022-12-21T03:00:00+00:00,2022-12-20
619,Los Angeles Kings,685,Anaheim Ducks,670,2022-12-21T03:30:00+00:00,2022-12-20
620,San Jose Sharks,697,Calgary Flames,675,2022-12-21T03:30:00+00:00,2022-12-20
621,Florida Panthers,684,New Jersey Devils,690,2022-12-22T00:00:00+00:00,2022-12-21
622,Detroit Red Wings,682,Tampa Bay Lightning,699,2022-12-22T00:00:00+00:00,2022-12-21
623,Colorado Avalanche,679,Montreal Canadiens,688,2022-12-22T01:00:00+00:00,2022-12-21
624,Chicago Blackhawks,678,Nashville Predators,689,2022-12-22T01:30:00+00:00,2022-12-21
625,Dallas Stars,681,Edmonton Oilers,683,2022-12-22T02:30:00+00:00,2022-12-21
626,Anaheim Ducks,670,Minnesota Wild,687,2022-12-22T03:00:00+00:00,2022-12-21
627,Vegas Golden Knights,702,Arizona Coyotes,1460,2022-12-22T03:00:00+00:00,2022-12-21
628,Toronto Maple Leafs,700,Philadelphia Flyers,695,2022-12-22T19:00:00+00:00,2022-12-22
629,Boston Bruins,673,Winnipeg Jets,704,2022-12-23T00:00:00+00:00,2022-12-22
630,New York Rangers,692,New York Islanders,691,2022-12-23T00:00:00+00:00,2022-12-22
631,Ottawa Senators,693,Washington Capitals,703,2022-12-23T00:00:00+00:00,2022-12-22
632,Pittsburgh Penguins,696,Carolina Hurricanes,676,2022-12-23T00:00:00+00:00,2022-12-22
633,Vancouver Canucks,701,Seattle Kraken,1436,2022-12-23T03:00:00+00:00,2022-12-22
634,Los Angeles Kings,685,Calgary Flames,675,2022-12-23T03:30:00+00:00,2022-12-22
635,San Jose Sharks,697,Minnesota Wild,687,2022-12-23T03:30:00+00:00,2022-12-22
636,Carolina Hurricanes,676,Philadelphia Flyers,695,2022-12-24T00:00:00+00:00,2022-12-23
637,New Jersey Devils,690,Boston Bruins,673,2022-12-24T00:00:00+00:00,2022-12-23
638,Washington Capitals,703,Winnipeg Jets,704,2022-12-24T00:00:00+00:00,2022-12-23
639,New York Islanders,691,Florida Panthers,684,2022-12-24T00:30:00+00:00,2022-12-23
640,Nashville Predators,689,Colorado Avalanche,679,2022-12-24T01:00:00+00:00,2022-12-23
641,Dallas Stars,681,Montreal Canadiens,688,2022-12-24T01:00:00+00:00,2022-12-23
642,Chicago Blackhawks,678,Columbus Blue Jackets,680,2022-12-24T01:30:00+00:00,2022-12-23
643,Edmonton Oilers,683,Vancouver Canucks,701,2022-12-24T02:00:00+00:00,2022-12-23
644,Arizona Coyotes,1460,Los Angeles Kings,685,2022-12-24T02:30:00+00:00,2022-12-23
645,Vegas Golden Knights,702,St. Louis Blues,698,2022-12-24T03:00:00+00:00,2022-12-23
646,Anaheim Ducks,670,Calgary Flames,675,2022-12-24T03:30:00+00:00,2022-12-23
647,Carolina Hurricanes,676,Chicago Blackhawks,678,2022-12-28T00:00:00+00:00,2022-12-27
648,New York Rangers,692,Washington Capitals,703,2022-12-28T00:00:00+00:00,2022-12-27
649,Ottawa Senators,693,Boston Bruins,673,2022-12-28T00:00:00+00:00,2022-12-27
650,New York Islanders,691,Pittsburgh Penguins,696,2022-12-28T00:30:00+00:00,2022-12-27
651,Winnipeg Jets,704,Minnesota Wild,687,2022-12-28T01:00:00+00:00,2022-12-27
652,St. Louis Blues,698,Toronto Maple Leafs,700,2022-12-28T01:00:00+00:00,2022-12-27
653,Nashville Predators,689,Dallas Stars,681,2022-12-28T01:00:00+00:00,2022-12-27
654,Calgary Flames,675,Edmonton Oilers,683,2022-12-28T02:00:00+00:00,2022-12-27
655,Arizona Coyotes,1460,Colorado Avalanche,679,2022-12-28T02:00:00+00:00,2022-12-27
656,Vancouver Canucks,701,San Jose Sharks,697,2022-12-28T03:00:00+00:00,2022-12-27
657,Los Angeles Kings,685,Vegas Golden Knights,702,2022-12-28T03:30:00+00:00,2022-12-27
658,Tampa Bay Lightning,699,Montreal Canadiens,688,2022-12-29T00:00:00+00:00,2022-12-28
659,New Jersey Devils,690,Boston Bruins,673,2022-12-29T00:30:00+00:00,2022-12-28
660,Pittsburgh Penguins,696,Detroit Red Wings,682,2022-12-29T00:30:00+00:00,2022-12-28
661,Anaheim Ducks,670,Vegas Golden Knights,702,2022-12-29T03:00:00+00:00,2022-12-28
662,Seattle Kraken,1436,Calgary Flames,675,2022-12-29T03:00:00+00:00,2022-12-28
663,Washington Capitals,703,Ottawa Senators,693,2022-12-30T00:00:00+00:00,2022-12-29
664,Buffalo Sabres,674,Detroit Red Wings,682,2022-12-30T00:00:00+00:00,2022-12-29
665,Tampa Bay Lightning,699,New York Rangers,692,2022-12-30T00:00:00+00:00,2022-12-29
666,Florida Panthers,684,Montreal Canadiens,688,2022-12-30T00:00:00+00:00,2022-12-29
667,New York Islanders,691,Columbus Blue Jackets,680,2022-12-30T00:30:00+00:00,2022-12-29
668,Minnesota Wild,687,Dallas Stars,681,2022-12-30T01:00:00+00:00,2022-12-29
669,St. Louis Blues,698,Chicago Blackhawks,678,2022-12-30T01:00:00+00:00,2022-12-29
670,Winnipeg Jets,704,Vancouver Canucks,701,2022-12-30T01:00:00+00:00,2022-12-29
671,Arizona Coyotes,1460,Toronto Maple Leafs,700,2022-12-30T02:00:00+00:00,2022-12-29
672,Colorado Avalanche,679,Los Angeles Kings,685,2022-12-30T02:00:00+00:00,2022-12-29
673,San Jose Sharks,697,Philadelphia Flyers,695,2022-12-30T03:30:00+00:00,2022-12-29
674,Anaheim Ducks,670,Nashville Predators,689,2022-12-30T22:00:00+00:00,2022-12-30
675,Pittsburgh Penguins,696,New Jersey Devils,690,2022-12-31T00:00:00+00:00,2022-12-30
676,Carolina Hurricanes,676,Florida Panthers,684,2022-12-31T00:30:00+00:00,2022-12-30
677,Seattle Kraken,1436,Edmonton Oilers,683,2022-12-31T03:00:00+00:00,2022-12-30
678,Boston Bruins,673,Buffalo Sabres,674,2022-12-31T18:00:00+00:00,2022-12-31
679,Columbus Blue Jackets,680,Chicago Blackhawks,678,2022-12-31T18:00:00+00:00,2022-12-31
680,Vegas Golden Knights,702,Nashville Predators,689,2022-12-31T20:00:00+00:00,2022-12-31
681,Los Angeles Kings,685,Philadelphia Flyers,695,2022-12-31T21:00:00+00:00,2022-12-31
682,Washington Capitals,703,Montreal Canadiens,688,2022-12-31T21:00:00+00:00,2022-12-31
683,Tampa Bay Lightning,699,Arizona Coyotes,1460,2022-12-31T22:00:00+00:00,2022-12-31
684,St. Louis Blues,698,Minnesota Wild,687,2022-12-31T23:00:00+00:00,2022-12-31
685,Detroit Red Wings,682,Ottawa Senators,693,2023-01-01T00:00:00+00:00,2022-12-31
686,Colorado Avalanche,679,Toronto Maple Leafs,700,2023-01-01T00:00:00+00:00,2022-12-31
687,Dallas Stars,681,San Jose Sharks,697,2023-01-01T01:00:00+00:00,2022-12-31
688,Calgary Flames,675,Vancouver Canucks,701,2023-01-01T03:00:00+00:00,2022-12-31
689,Edmonton Oilers,683,Winnipeg Jets,704,2023-01-01T03:00:00+00:00,2022-12-31
690,New Jersey Devils,690,Carolina Hurricanes,676,2023-01-01T20:00:00+00:00,2023-01-01
691,Florida Panthers,684,New York Rangers,692,2023-01-01T22:00:00+00:00,2023-01-01
692,Chicago Blackhawks,678,San Jose Sharks,697,2023-01-02T00:00:00+00:00,2023-01-01
693,Ottawa Senators,693,Buffalo Sabres,674,2023-01-02T00:00:00+00:00,2023-01-01
694,Seattle Kraken,1436,New York Islanders,691,2023-01-02T01:00:00+00:00,2023-01-01
695,Boston Bruins,673,Pittsburgh Penguins,696,2023-01-02T19:00:00+00:00,2023-01-02
696,Colorado Avalanche,679,Vegas Golden Knights,702,2023-01-03T02:00:00+00:00,2023-01-02
697,Anaheim Ducks,670,Philadelphia Flyers,695,2023-01-03T03:00:00+00:00,2023-01-02
698,Florida Panthers,684,Arizona Coyotes,1460,2023-01-04T00:00:00+00:00,2023-01-03
699,New York Rangers,692,Carolina Hurricanes,676,2023-01-04T00:00:00+00:00,2023-01-03
700,Ottawa Senators,693,Columbus Blue Jackets,680,2023-01-04T00:00:00+00:00,2023-01-03
701,Toronto Maple Leafs,700,St. Louis Blues,698,2023-01-04T00:00:00+00:00,2023-01-03
702,Washington Capitals,703,Buffalo Sabres,674,2023-01-04T00:00:00+00:00,2023-01-03
703,Nashville Predators,689,Montreal Canadiens,688,2023-01-04T01:00:00+00:00,2023-01-03
704,Winnipeg Jets,704,Calgary Flames,675,2023-01-04T01:00:00+00:00,2023-01-03
705,Chicago Blackhawks,678,Tampa Bay Lightning,699,2023-01-04T01:30:00+00:00,2023-01-03
706,Edmonton Oilers,683,Seattle Kraken,1436,2023-01-04T02:00:00+00:00,2023-01-03
707,Vancouver Canucks,701,New York Islanders,691,2023-01-04T03:00:00+00:00,2023-01-03
708,Los Angeles Kings,685,Dallas Stars,681,2023-01-04T03:00:00+00:00,2023-01-03
709,Detroit Red Wings,682,New Jersey Devils,690,2023-01-05T00:00:00+00:00,2023-01-04
710,Minnesota Wild,687,Tampa Bay Lightning,699,2023-01-05T02:30:00+00:00,2023-01-04
711,Anaheim Ducks,670,Dallas Stars,681,2023-01-05T03:00:00+00:00,2023-01-04
712,New Jersey Devils,690,St. Louis Blues,698,2023-01-06T00:00:00+00:00,2023-01-05
713,Philadelphia Flyers,695,Arizona Coyotes,1460,2023-01-06T00:00:00+00:00,2023-01-05
714,Toronto Maple Leafs,700,Seattle Kraken,1436,2023-01-06T00:00:00+00:00,2023-01-05
715,Montreal Canadiens,688,New York Rangers,692,2023-01-06T00:00:00+00:00,2023-01-05
716,Columbus Blue Jackets,680,Washington Capitals,703,2023-01-06T00:00:00+00:00,2023-01-05
717,Carolina Hurricanes,676,Nashville Predators,689,2023-01-06T00:00:00+00:00,2023-01-05
718,Edmonton Oilers,683,New York Islanders,691,2023-01-06T02:00:00+00:00,2023-01-05
719,Vancouver Canucks,701,Colorado Avalanche,679,2023-01-06T03:00:00+00:00,2023-01-05
720,Vegas Golden Knights,702,Pittsburgh Penguins,696,2023-01-06T03:00:00+00:00,2023-01-05
721,Los Angeles Kings,685,Boston Bruins,673,2023-01-06T03:30:00+00:00,2023-01-05
722,Washington Capitals,703,Nashville Predators,689,2023-01-07T00:00:00+00:00,2023-01-06
723,Detroit Red Wings,682,Florida Panthers,684,2023-01-07T00:00:00+00:00,2023-01-06
724,Winnipeg Jets,704,Tampa Bay Lightning,699,2023-01-07T01:00:00+00:00,2023-01-06
725,Chicago Blackhawks,678,Arizona Coyotes,1460,2023-01-07T01:30:00+00:00,2023-01-06
726,Calgary Flames,675,New York Islanders,691,2023-01-07T02:00:00+00:00,2023-01-06
727,Anaheim Ducks,670,San Jose Sharks,697,2023-01-07T03:00:00+00:00,2023-01-06
728,New Jersey Devils,690,New York Rangers,692,2023-01-07T18:00:00+00:00,2023-01-07
729,Columbus Blue Jackets,680,Carolina Hurricanes,676,2023-01-07T21:00:00+00:00,2023-01-07
730,Buffalo Sabres,674,Minnesota Wild,687,2023-01-08T00:00:00+00:00,2023-01-07
731,Montreal Canadiens,688,St. Louis Blues,698,2023-01-08T00:00:00+00:00,2023-01-07
732,Ottawa Senators,693,Seattle Kraken,1436,2023-01-08T00:00:00+00:00,2023-01-07
733,Toronto Maple Leafs,700,Detroit Red Wings,682,2023-01-08T00:00:00+00:00,2023-01-07
734,Edmonton Oilers,683,Colorado Avalanche,679,2023-01-08T03:00:00+00:00,2023-01-07
735,Vegas Golden Knights,702,Los Angeles Kings,685,2023-01-08T03:00:00+00:00,2023-01-07
736,San Jose Sharks,697,Boston Bruins,673,2023-01-08T03:30:00+00:00,2023-01-07
737,Winnipeg Jets,704,Vancouver Canucks,701,2023-01-08T20:00:00+00:00,2023-01-08
738,Dallas Stars,681,Florida Panthers,684,2023-01-08T20:30:00+00:00,2023-01-08
739,Washington Capitals,703,Columbus Blue Jackets,680,2023-01-08T22:00:00+00:00,2023-01-08
740,Chicago Blackhawks,678,Calgary Flames,675,2023-01-09T00:00:00+00:00,2023-01-08
741,Minnesota Wild,687,St. Louis Blues,698,2023-01-09T00:00:00+00:00,2023-01-08
742,Philadelphia Flyers,695,Toronto Maple Leafs,700,2023-01-09T00:00:00+00:00,2023-01-08
743,Arizona Coyotes,1460,Pittsburgh Penguins,696,2023-01-09T00:00:00+00:00,2023-01-08
744,Anaheim Ducks,670,Boston Bruins,673,2023-01-09T01:30:00+00:00,2023-01-08
745,Buffalo Sabres,674,Philadelphia Flyers,695,2023-01-10T00:00:00+00:00,2023-01-09
746,Montreal Canadiens,688,Seattle Kraken,1436,2023-01-10T00:30:00+00:00,2023-01-09
747,Ottawa Senators,693,Nashville Predators,689,2023-01-10T00:30:00+00:00,2023-01-09
748,Los Angeles Kings,685,Edmonton Oilers,683,2023-01-10T03:30:00+00:00,2023-01-09
749,Pittsburgh Penguins,696,Vancouver Canucks,701,2023-01-11T00:00:00+00:00,2023-01-10
750,Tampa Bay Lightning,699,Columbus Blue Jackets,680,2023-01-11T00:00:00+00:00,2023-01-10
751,Carolina Hurricanes,676,New Jersey Devils,690,2023-01-11T00:00:00+00:00,2023-01-10
752,New York Rangers,692,Minnesota Wild,687,2023-01-11T00:00:00+00:00,2023-01-10
753,Buffalo Sabres,674,Seattle Kraken,1436,2023-01-11T00:00:00+00:00,2023-01-10
754,Detroit Red Wings,682,Winnipeg Jets,704,2023-01-11T00:00:00+00:00,2023-01-10
755,New York Islanders,691,Dallas Stars,681,2023-01-11T00:30:00+00:00,2023-01-10
756,St. Louis Blues,698,Calgary Flames,675,2023-01-11T01:00:00+00:00,2023-01-10
757,Arizona Coyotes,1460,San Jose Sharks,697,2023-01-11T02:00:00+00:00,2023-01-10
758,Colorado Avalanche,679,Florida Panthers,684,2023-01-11T02:30:00+00:00,2023-01-10
759,Philadelphia Flyers,695,Washington Capitals,703,2023-01-12T00:00:00+00:00,2023-01-11
760,Toronto Maple Leafs,700,Nashville Predators,689,2023-01-12T00:30:00+00:00,2023-01-11
761,Anaheim Ducks,670,Edmonton Oilers,683,2023-01-12T03:00:00+00:00,2023-01-11
762,Los Angeles Kings,685,San Jose Sharks,697,2023-01-12T03:00:00+00:00,2023-01-11
763,Boston Bruins,673,Seattle Kraken,1436,2023-01-13T00:00:00+00:00,2023-01-12
764,Buffalo Sabres,674,Winnipeg Jets,704,2023-01-13T00:00:00+00:00,2023-01-12
765,Columbus Blue Jackets,680,Carolina Hurricanes,676,2023-01-13T00:00:00+00:00,2023-01-12
766,Detroit Red Wings,682,Toronto Maple Leafs,700,2023-01-13T00:00:00+00:00,2023-01-12
767,Montreal Canadiens,688,Nashville Predators,689,2023-01-13T00:00:00+00:00,2023-01-12
768,New York Rangers,692,Dallas Stars,681,2023-01-13T00:00:00+00:00,2023-01-12
769,Tampa Bay Lightning,699,Vancouver Canucks,701,2023-01-13T00:00:00+00:00,2023-01-12
770,New York Islanders,691,Minnesota Wild,687,2023-01-13T00:30:00+00:00,2023-01-12
771,St. Louis Blues,698,Calgary Flames,675,2023-01-13T01:00:00+00:00,2023-01-12
772,Chicago Blackhawks,678,Colorado Avalanche,679,2023-01-13T01:30:00+00:00,2023-01-12
773,Arizona Coyotes,1460,Ottawa Senators,693,2023-01-13T02:00:00+00:00,2023-01-12
774,Vegas Golden Knights,702,Florida Panthers,684,2023-01-13T03:00:00+00:00,2023-01-12
775,Pittsburgh Penguins,696,Winnipeg Jets,704,2023-01-14T00:00:00+00:00,2023-01-13
776,Anaheim Ducks,670,New Jersey Devils,690,2023-01-14T03:00:00+00:00,2023-01-13
777,San Jose Sharks,697,Edmonton Oilers,683,2023-01-14T03:30:00+00:00,2023-01-13
778,Dallas Stars,681,Calgary Flames,675,2023-01-14T19:00:00+00:00,2023-01-14
779,Florida Panthers,684,Vancouver Canucks,701,2023-01-15T00:00:00+00:00,2023-01-14
780,New York Islanders,691,Montreal Canadiens,688,2023-01-15T00:00:00+00:00,2023-01-14
781,Washington Capitals,703,Philadelphia Flyers,695,2023-01-15T00:00:00+00:00,2023-01-14
782,Detroit Red Wings,682,Columbus Blue Jackets,680,2023-01-15T00:00:00+00:00,2023-01-14
783,Colorado Avalanche,679,Ottawa Senators,693,2023-01-15T00:00:00+00:00,2023-01-14
784,Carolina Hurricanes,676,Pittsburgh Penguins,696,2023-01-15T00:00:00+00:00,2023-01-14
785,Boston Bruins,673,Toronto Maple Leafs,700,2023-01-15T00:00:00+00:00,2023-01-14
786,Chicago Blackhawks,678,Seattle Kraken,1436,2023-01-15T01:00:00+00:00,2023-01-14
787,Minnesota Wild,687,Arizona Coyotes,1460,2023-01-15T01:00:00+00:00,2023-01-14
788,Nashville Predators,689,Buffalo Sabres,674,2023-01-15T01:00:00+00:00,2023-01-14
789,St. Louis Blues,698,Tampa Bay Lightning,699,2023-01-15T01:00:00+00:00,2023-01-14
790,Vegas Golden Knights,702,Edmonton Oilers,683,2023-01-15T03:00:00+00:00,2023-01-14
791,Los Angeles Kings,685,New Jersey Devils,690,2023-01-15T03:30:00+00:00,2023-01-14
792,New York Rangers,692,Montreal Canadiens,688,2023-01-15T22:00:00+00:00,2023-01-15
793,Carolina Hurricanes,676,Vancouver Canucks,701,2023-01-15T22:00:00+00:00,2023-01-15
794,Winnipeg Jets,704,Arizona Coyotes,1460,2023-01-16T00:00:00+00:00,2023-01-15
795,Boston Bruins,673,Philadelphia Flyers,695,2023-01-16T18:00:00+00:00,2023-01-16
796,Buffalo Sabres,674,Florida Panthers,684,2023-01-16T18:00:00+00:00,2023-01-16
797,Colorado Avalanche,679,Detroit Red Wings,682,2023-01-16T20:00:00+00:00,2023-01-16
798,San Jose Sharks,697,New Jersey Devils,690,2023-01-16T21:00:00+00:00,2023-01-16
799,Seattle Kraken,1436,Tampa Bay Lightning,699,2023-01-16T21:00:00+00:00,2023-01-16
800,Vegas Golden Knights,702,Dallas Stars,681,2023-01-16T23:00:00+00:00,2023-01-16
801,Columbus Blue Jackets,680,New York Rangers,692,2023-01-17T00:00:00+00:00,2023-01-16
802,Pittsburgh Penguins,696,Anaheim Ducks,670,2023-01-17T00:00:00+00:00,2023-01-16
803,New York Islanders,691,Washington Capitals,703,2023-01-17T00:30:00+00:00,2023-01-16
804,Nashville Predators,689,Calgary Flames,675,2023-01-17T01:00:00+00:00,2023-01-16
805,St. Louis Blues,698,Ottawa Senators,693,2023-01-17T01:00:00+00:00,2023-01-16
806,Montreal Canadiens,688,Winnipeg Jets,704,2023-01-18T00:00:00+00:00,2023-01-17
807,Philadelphia Flyers,695,Anaheim Ducks,670,2023-01-18T00:00:00+00:00,2023-01-17
808,Toronto Maple Leafs,700,Florida Panthers,684,2023-01-18T00:00:00+00:00,2023-01-17
809,Washington Capitals,703,Minnesota Wild,687,2023-01-18T00:00:00+00:00,2023-01-17
810,Nashville Predators,689,Columbus Blue Jackets,680,2023-01-18T01:00:00+00:00,2023-01-17
811,Chicago Blackhawks,678,Buffalo Sabres,674,2023-01-18T01:30:00+00:00,2023-01-17
812,Arizona Coyotes,1460,Detroit Red Wings,682,2023-01-18T02:00:00+00:00,2023-01-17
813,Edmonton Oilers,683,Seattle Kraken,1436,2023-01-18T02:00:00+00:00,2023-01-17
814,Ottawa Senators,693,Pittsburgh Penguins,696,2023-01-19T00:00:00+00:00,2023-01-18
815,New York Islanders,691,Boston Bruins,673,2023-01-19T00:30:00+00:00,2023-01-18
816,Calgary Flames,675,Colorado Avalanche,679,2023-01-19T02:30:00+00:00,2023-01-18
817,Vancouver Canucks,701,Tampa Bay Lightning,699,2023-01-19T03:00:00+00:00,2023-01-18
818,San Jose Sharks,697,Dallas Stars,681,2023-01-19T03:00:00+00:00,2023-01-18
819,Carolina Hurricanes,676,Minnesota Wild,687,2023-01-20T00:00:00+00:00,2023-01-19
820,Columbus Blue Jackets,680,Anaheim Ducks,670,2023-01-20T00:00:00+00:00,2023-01-19
821,Montreal Canadiens,688,Florida Panthers,684,2023-01-20T00:00:00+00:00,2023-01-19
822,New York Rangers,692,Boston Bruins,673,2023-01-20T00:00:00+00:00,2023-01-19
823,Philadelphia Flyers,695,Chicago Blackhawks,678,2023-01-20T00:00:00+00:00,2023-01-19
824,Toronto Maple Leafs,700,Winnipeg Jets,704,2023-01-20T00:00:00+00:00,2023-01-19
825,Buffalo Sabres,674,New York Islanders,691,2023-01-20T00:30:00+00:00,2023-01-19
826,St. Louis Blues,698,Nashville Predators,689,2023-01-20T01:00:00+00:00,2023-01-19
827,Edmonton Oilers,683,Tampa Bay Lightning,699,2023-01-20T02:00:00+00:00,2023-01-19
828,Arizona Coyotes,1460,Washington Capitals,703,2023-01-20T02:00:00+00:00,2023-01-19
829,Seattle Kraken,1436,New Jersey Devils,690,2023-01-20T03:00:00+00:00,2023-01-19
830,Vegas Golden Knights,702,Detroit Red Wings,682,2023-01-20T03:00:00+00:00,2023-01-19
831,Los Angeles Kings,685,Dallas Stars,681,2023-01-20T03:30:00+00:00,2023-01-19
832,Pittsburgh Penguins,696,Ottawa Senators,693,2023-01-21T00:00:00+00:00,2023-01-20
833,Vancouver Canucks,701,Colorado Avalanche,679,2023-01-21T03:00:00+00:00,2023-01-20
834,Buffalo Sabres,674,Anaheim Ducks,670,2023-01-21T17:30:00+00:00,2023-01-21
835,Calgary Flames,675,Tampa Bay Lightning,699,2023-01-21T20:00:00+00:00,2023-01-21
836,Florida Panthers,684,Minnesota Wild,687,2023-01-21T23:00:00+00:00,2023-01-21
837,Ottawa Senators,693,Winnipeg Jets,704,2023-01-22T00:00:00+00:00,2023-01-21
838,Detroit Red Wings,682,Philadelphia Flyers,695,2023-01-22T00:00:00+00:00,2023-01-21
839,Montreal Canadiens,688,Toronto Maple Leafs,700,2023-01-22T00:00:00+00:00,2023-01-21
840,Columbus Blue Jackets,680,San Jose Sharks,697,2023-01-22T00:00:00+00:00,2023-01-21
841,New York Islanders,691,Carolina Hurricanes,676,2023-01-22T00:30:00+00:00,2023-01-21
842,Dallas Stars,681,Arizona Coyotes,1460,2023-01-22T01:00:00+00:00,2023-01-21
